edad,sexo,Nivel_edu,size_localidad,Indigena,edu_madre,edu_padre,hermanos,ingreso,color_piel,region
53,2 Mujer,Primaria,Ciudad mediana (entre 15 mil y 100 mil habitantes),Sí,,,11,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",F,Sur
33,2 Mujer,Técnica o comercial con preparatoria,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,,,8,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",I,Centro-norte
35,1 Hombre,Preparatoria general,Ciudad grande (entre 100 mil y 500 mil habitantes),No,,,3,No quiso dar información,F,Norte
31,2 Mujer,Técnica o comercial con preparatoria,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,,Primaria,1,"Menor a 1 salario mínimo ($0 – $2,399)",F,Norte
37,1 Hombre,Secundaria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Secundaria técnica,Primaria,2,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",G,Centro
62,1 Hombre,Primaria,Ciudad grande (entre 100 mil y 500 mil habitantes),No,,,8,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Centro
35,1 Hombre,Ninguno/no fue a la escuela,"Pueblo (menos de 2,500 habitantes)",No,,,1,"Menor a 1 salario mínimo ($0 – $2,399)",H,Sur
33,2 Mujer,Secundaria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",NS,Primaria,Primaria,5,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Norte
47,2 Mujer,Normal de licenciatura,Ciudad mediana (entre 15 mil y 100 mil habitantes),Sí,Normal de licenciatura,Normal de licenciatura,12,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Centro
38,2 Mujer,Profesional,"Pueblo (menos de 2,500 habitantes)",No,Primaria,Primaria,7,"Menor a 1 salario mínimo ($0 – $2,399)",G,Centro-norte
64,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",No,,Primaria,5,"Igual a un salario mínimo ($2,400)",G,Centro
50,2 Mujer,Secundaria técnica,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Primaria,Primaria,8,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",H,Norte
58,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",NS,,,5,NS,H,Sur
53,1 Hombre,Primaria,"Pueblo (menos de 2,500 habitantes)",No,,,3,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",G,Norte-occidente
43,1 Hombre,Primaria,Ciudad grande (entre 100 mil y 500 mil habitantes),NS,,Primaria,2,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",E,Norte
36,1 Hombre,Preparatoria general,"Pueblo (menos de 2,500 habitantes)",No,Secundaria general,Secundaria general,3,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",H,Norte-occidente
48,2 Mujer,Profesional,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Preparatoria general,Primaria,4,"Más de 5 salarios mínimos hasta 10 ($12,001 – $24,000)",H,Centro
50,2 Mujer,Secundaria general,"Pueblo (menos de 2,500 habitantes)",No,,,9,"Menor a 1 salario mínimo ($0 – $2,399)",F,Centro
27,1 Hombre,Primaria,"Pueblo (menos de 2,500 habitantes)",No,,Primaria,16,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",D,Sur
44,1 Hombre,Secundaria general,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Primaria,,7,"Menor a 1 salario mínimo ($0 – $2,399)",H,Norte-occidente
30,1 Hombre,Secundaria general,"Pueblo (menos de 2,500 habitantes)",NS,,,11,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",I,Norte
26,2 Mujer,Preparatoria general,Ciudad grande (entre 100 mil y 500 mil habitantes),NS,,Técnica o comercial con preparatoria,2,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Centro
36,1 Hombre,Secundaria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Primaria,Primaria,6,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",I,Centro
63,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",Sí,,,6,"Menor a 1 salario mínimo ($0 – $2,399)",G,Sur
45,1 Hombre,Técnica o comercial con preparatoria,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Profesional (licenciatura o ingeniería),Preparatoria técnica,2,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",F,Sur
32,2 Mujer,Preparatoria general,"Pueblo (menos de 2,500 habitantes)",No,Primaria,Primaria,3,"Igual a un salario mínimo ($2,400)",H,Norte-occidente
40,1 Hombre,Preparatoria general,Ciudad grande (entre 100 mil y 500 mil habitantes),No,,NS,10,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",F,Sur
31,1 Hombre,Primaria,"Pueblo (menos de 2,500 habitantes)",No,Primaria,Primaria,5,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Sur
32,1 Hombre,Posgrado,"Ciudad chica (entre 2,500 y 15 mil habitantes)",Sí,Primaria,Primaria,7,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",G,Norte
46,1 Hombre,Secundaria general,"Pueblo (menos de 2,500 habitantes)",Sí,Primaria,Primaria,13,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",F,Sur
49,2 Mujer,Ninguno/no fue a la escuela,"Pueblo (menos de 2,500 habitantes)",NS,,,3,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",F,Sur
26,1 Hombre,Preparatoria general,Metrópoli (más de 500 mil habitantes),No,Secundaria general,Secundaria general,2,No quiso dar información,H,Centro
28,2 Mujer,Preparatoria técnica,Metrópoli (más de 500 mil habitantes),No,Secundaria general,Secundaria técnica,2,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Centro
43,2 Mujer,Secundaria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Secundaria general,,8,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",F,Centro
30,2 Mujer,Preparatoria general,"Pueblo (menos de 2,500 habitantes)",Sí,Preparatoria general,,3,"Igual a un salario mínimo ($2,400)",H,Sur
45,1 Hombre,Normal de licenciatura,Ciudad grande (entre 100 mil y 500 mil habitantes),No,,,3,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",G,Centro-norte
47,2 Mujer,Profesional,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Secundaria general,Primaria,4,No quiso dar información,I,Norte
39,1 Hombre,Posgrado,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Profesional (licenciatura o ingeniería),Profesional (licenciatura o ingeniería),7,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Sur
40,2 Mujer,Secundaria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,,Primaria,5,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Centro-norte
50,2 Mujer,Secundaria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Primaria,Primaria,3,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Norte
27,2 Mujer,Técnica o comercial con preparatoria,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Preparatoria general,Primaria,3,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Centro-norte
64,1 Hombre,Preparatoria general,Ciudad grande (entre 100 mil y 500 mil habitantes),No,,,6,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",G,Centro
29,2 Mujer,Profesional,"Pueblo (menos de 2,500 habitantes)",No,Primaria,Primaria,3,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",G,Sur
41,2 Mujer,Primaria,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Primaria,Primaria,5,"Menor a 1 salario mínimo ($0 – $2,399)",F,Sur
64,2 Mujer,Normal básica,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,NS,Normal básica (con primaria o secundaria),7,No quiso dar información,H,Centro-norte
52,2 Mujer,Preescolar o kinder,"Pueblo (menos de 2,500 habitantes)",No,Primaria,,5,"Menor a 1 salario mínimo ($0 – $2,399)",F,Centro-norte
62,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",No,,,6,"Menor a 1 salario mínimo ($0 – $2,399)",H,Centro
60,1 Hombre,Primaria,"Pueblo (menos de 2,500 habitantes)",No,,,6,"Menor a 1 salario mínimo ($0 – $2,399)",H,Sur
43,1 Hombre,Secundaria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Primaria,Primaria,3,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Norte
44,1 Hombre,Secundaria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,,Técnica o comercial con secundaria,5,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Centro
44,2 Mujer,Profesional,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Primaria,Primaria,7,"Más de 5 salarios mínimos hasta 10 ($12,001 – $24,000)",H,Centro
34,1 Hombre,Primaria,"Pueblo (menos de 2,500 habitantes)",No,,,1,"Menor a 1 salario mínimo ($0 – $2,399)",I,Sur
30,1 Hombre,Preparatoria general,Ciudad grande (entre 100 mil y 500 mil habitantes),No,,,1,No quiso dar información,G,Centro
42,1 Hombre,Secundaria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Primaria,Primaria,2,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",H,Norte
50,2 Mujer,Técnica o comercial con secundaria,Metrópoli (más de 500 mil habitantes),No,,,7,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",H,Norte
39,2 Mujer,Secundaria general,Ciudad grande (entre 100 mil y 500 mil habitantes),No,,,5,"Más de 5 salarios mínimos hasta 10 ($12,001 – $24,000)",J,Norte
43,1 Hombre,Secundaria general,"Pueblo (menos de 2,500 habitantes)",No,Primaria,Primaria,7,"Menor a 1 salario mínimo ($0 – $2,399)",F,Norte-occidente
38,2 Mujer,Preparatoria general,"Pueblo (menos de 2,500 habitantes)",No,Primaria,Primaria,4,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Norte-occidente
31,2 Mujer,Secundaria general,"Pueblo (menos de 2,500 habitantes)",No,Primaria,Secundaria general,8,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Norte
48,2 Mujer,Secundaria general,Ciudad grande (entre 100 mil y 500 mil habitantes),NS,,Primaria,2,NS,H,Centro
42,1 Hombre,Profesional,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Profesional (licenciatura o ingeniería),Profesional (licenciatura o ingeniería),2,No quiso dar información,H,Centro
48,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",NS,,Primaria,8,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",H,Centro-norte
42,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",Sí,,,7,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",F,Sur
55,2 Mujer,Secundaria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Primaria,Primaria,2,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",G,Centro
61,1 Hombre,Primaria,Ciudad grande (entre 100 mil y 500 mil habitantes),No,NS,Primaria,3,"Igual a un salario mínimo ($2,400)",F,Centro
26,2 Mujer,Secundaria general,"Pueblo (menos de 2,500 habitantes)",No,,,14,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",E,Centro-norte
36,2 Mujer,Ninguno/no fue a la escuela,"Pueblo (menos de 2,500 habitantes)",No,,,3,"Igual a un salario mínimo ($2,400)",H,Sur
25,1 Hombre,Primaria,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,,,1,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Centro
27,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",No,,,3,"Menor a 1 salario mínimo ($0 – $2,399)",H,Sur
36,1 Hombre,Secundaria general,Ciudad grande (entre 100 mil y 500 mil habitantes),Sí,,,10,"Igual a un salario mínimo ($2,400)",H,Sur
50,1 Hombre,Secundaria general,Metrópoli (más de 500 mil habitantes),No,Secundaria general,NS,3,No quiso dar información,G,Centro
40,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",No,,Primaria,5,No quiso dar información,F,Centro
48,2 Mujer,Primaria,Ciudad mediana (entre 15 mil y 100 mil habitantes),NS,,,4,"Igual a un salario mínimo ($2,400)",E,Sur
29,2 Mujer,Profesional,"Pueblo (menos de 2,500 habitantes)",No,Primaria,Primaria,9,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Sur
64,2 Mujer,Secundaria técnica,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,,,7,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",J,Sur
62,2 Mujer,Ninguno/no fue a la escuela,"Pueblo (menos de 2,500 habitantes)",No,,,9,"Menor a 1 salario mínimo ($0 – $2,399)",A,Norte-occidente
33,2 Mujer,Preparatoria general,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Primaria,Secundaria general,4,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Centro
38,1 Hombre,Profesional,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,,,7,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",G,Sur
38,2 Mujer,Secundaria técnica,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,,,9,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",F,Centro-norte
59,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",Sí,,,8,"Igual a un salario mínimo ($2,400)",G,Centro
63,2 Mujer,Primaria,Metrópoli (más de 500 mil habitantes),NS,,Primaria,2,No quiso dar información,F,Centro
44,2 Mujer,Secundaria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,,Primaria,7,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",I,Norte
58,1 Hombre,Primaria,"Pueblo (menos de 2,500 habitantes)",No,,Primaria,3,"Menor a 1 salario mínimo ($0 – $2,399)",I,Centro-norte
58,2 Mujer,Técnica o comercial con secundaria,Metrópoli (más de 500 mil habitantes),No,,Primaria,4,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Norte
28,2 Mujer,Preparatoria general,Metrópoli (más de 500 mil habitantes),No,Preparatoria general,Preparatoria general,2,No quiso dar información,H,Centro
35,2 Mujer,Preparatoria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,,,4,"Igual a un salario mínimo ($2,400)",H,Centro
25,2 Mujer,Secundaria técnica,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Primaria,Primaria,4,"Igual a un salario mínimo ($2,400)",G,Sur
55,1 Hombre,Profesional,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Primaria,Primaria,5,"Más de 10 salarios mínimos ($24,001 o más)",H,Norte-occidente
29,1 Hombre,Preparatoria general,Metrópoli (más de 500 mil habitantes),NS,,Secundaria general,2,No quiso dar información,F,Centro
26,2 Mujer,Profesional,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Primaria,Primaria,3,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",H,Norte
64,2 Mujer,Primaria,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Primaria,Primaria,6,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",F,Norte
26,2 Mujer,Preparatoria general,"Pueblo (menos de 2,500 habitantes)",Sí,Primaria,Primaria,7,"Menor a 1 salario mínimo ($0 – $2,399)",A,Sur
52,2 Mujer,Primaria,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Secundaria general,Secundaria general,5,No quiso dar información,G,Sur
47,1 Hombre,Profesional,"Pueblo (menos de 2,500 habitantes)",No,Primaria,Secundaria general,5,No quiso dar información,F,Centro
34,1 Hombre,Secundaria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Secundaria general,Secundaria general,3,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",E,Norte
52,1 Hombre,Preparatoria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,,,3,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",D,Norte
34,1 Hombre,Secundaria general,"Pueblo (menos de 2,500 habitantes)",No,Primaria,Primaria,3,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",E,Norte-occidente
51,1 Hombre,Ninguno/no fue a la escuela,"Pueblo (menos de 2,500 habitantes)",No,,,3,"Menor a 1 salario mínimo ($0 – $2,399)",I,Sur
54,2 Mujer,Secundaria general,Ciudad grande (entre 100 mil y 500 mil habitantes),No,,,5,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",G,Centro-norte
30,1 Hombre,Preparatoria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,,Primaria,5,No quiso dar información,F,Centro
25,2 Mujer,Profesional,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,,Preparatoria general,1,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",F,Centro-norte
46,2 Mujer,Preparatoria general,Metrópoli (más de 500 mil habitantes),No,Secundaria general,Primaria,3,NS,G,Centro
59,1 Hombre,Primaria,"Pueblo (menos de 2,500 habitantes)",No,,,14,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Centro-norte
36,2 Mujer,Preparatoria general,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Secundaria general,Primaria,5,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",H,Centro
33,2 Mujer,Primaria,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,,Primaria,3,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Centro-norte
37,2 Mujer,Preparatoria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,,,3,No quiso dar información,H,Centro
58,2 Mujer,Secundaria general,Ciudad grande (entre 100 mil y 500 mil habitantes),NS,,,2,No quiso dar información,G,Sur
44,2 Mujer,Primaria,Ciudad mediana (entre 15 mil y 100 mil habitantes),Sí,,Primaria,2,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",G,Centro
54,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",No,,,10,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",H,Centro-norte
32,2 Mujer,Preparatoria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Secundaria general,Secundaria técnica,3,"Más de 5 salarios mínimos hasta 10 ($12,001 – $24,000)",H,Centro-norte
54,1 Hombre,Primaria,Ciudad mediana (entre 15 mil y 100 mil habitantes),Sí,Primaria,Primaria,8,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",F,Centro
59,2 Mujer,Profesional,"Pueblo (menos de 2,500 habitantes)",No,Profesional (licenciatura o ingeniería),Técnica o comercial con secundaria,4,No quiso dar información,H,Centro
25,2 Mujer,Preparatoria general,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Secundaria general,Secundaria general,2,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",I,Norte
37,2 Mujer,Preparatoria técnica,"Pueblo (menos de 2,500 habitantes)",No,Primaria,Primaria,4,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Centro
60,2 Mujer,Profesional,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Primaria,Primaria,3,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",H,Centro
47,1 Hombre,Preparatoria general,"Pueblo (menos de 2,500 habitantes)",No,Primaria,Primaria,10,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Centro-norte
40,2 Mujer,Profesional,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Preparatoria general,Secundaria general,3,"Más de 5 salarios mínimos hasta 10 ($12,001 – $24,000)",G,Norte
37,2 Mujer,Secundaria general,"Pueblo (menos de 2,500 habitantes)",NS,,Preparatoria general,3,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",J,Centro
25,2 Mujer,Profesional,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Preparatoria general,Profesional (licenciatura o ingeniería),1,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Norte
48,2 Mujer,Ninguno/no fue a la escuela,"Pueblo (menos de 2,500 habitantes)",Sí,,,8,"Igual a un salario mínimo ($2,400)",F,Sur
36,1 Hombre,Secundaria general,"Pueblo (menos de 2,500 habitantes)",No,,Técnica o comercial con preparatoria,8,"Igual a un salario mínimo ($2,400)",E,Centro
37,1 Hombre,Preparatoria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",Sí,,,3,"Igual a un salario mínimo ($2,400)",H,Sur
40,1 Hombre,Profesional,"Ciudad chica (entre 2,500 y 15 mil habitantes)",Sí,Postgrado (maestría o doctorado),Postgrado (maestría o doctorado),2,No quiso dar información,F,Sur
40,2 Mujer,Preparatoria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Primaria,Primaria,2,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",G,Sur
45,1 Hombre,Preparatoria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Primaria,Primaria,3,"Menor a 1 salario mínimo ($0 – $2,399)",F,Sur
60,2 Mujer,Ninguno/no fue a la escuela,Ciudad grande (entre 100 mil y 500 mil habitantes),NS,,,18,"Menor a 1 salario mínimo ($0 – $2,399)",H,Norte
54,2 Mujer,Secundaria general,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Secundaria general,,4,No quiso dar información,H,Sur
55,1 Hombre,Primaria,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,,Primaria,9,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Norte-occidente
64,1 Hombre,Primaria,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,,,2,"Igual a un salario mínimo ($2,400)",H,Centro
62,1 Hombre,Primaria,"Pueblo (menos de 2,500 habitantes)",No,,,8,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Norte-occidente
26,1 Hombre,Profesional,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Secundaria general,Secundaria general,4,"Más de 5 salarios mínimos hasta 10 ($12,001 – $24,000)",G,Centro
46,2 Mujer,Preparatoria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,,,6,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",F,Centro-norte
56,2 Mujer,Secundaria general,Ciudad grande (entre 100 mil y 500 mil habitantes),NS,,,3,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",D,Centro
47,2 Mujer,Secundaria general,"Pueblo (menos de 2,500 habitantes)",No,Primaria,,7,"Menor a 1 salario mínimo ($0 – $2,399)",H,Centro
32,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",No,,,11,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Centro-norte
62,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",No,Primaria,NS,7,"Menor a 1 salario mínimo ($0 – $2,399)",H,Norte-occidente
30,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",Sí,Primaria,,4,"Igual a un salario mínimo ($2,400)",F,Centro
48,2 Mujer,Secundaria general,"Pueblo (menos de 2,500 habitantes)",No,,,5,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Centro-norte
25,2 Mujer,Preparatoria técnica,"Pueblo (menos de 2,500 habitantes)",No,Secundaria técnica,Secundaria técnica,4,"Igual a un salario mínimo ($2,400)",G,Norte-occidente
35,2 Mujer,Secundaria técnica,"Pueblo (menos de 2,500 habitantes)",Sí,,,10,"Menor a 1 salario mínimo ($0 – $2,399)",F,Sur
25,2 Mujer,Técnica o comercial con preparatoria,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Profesional (licenciatura o ingeniería),Preparatoria general,4,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",H,Sur
34,1 Hombre,Secundaria general,"Pueblo (menos de 2,500 habitantes)",No,,,4,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",F,Norte
25,2 Mujer,Secundaria técnica,"Pueblo (menos de 2,500 habitantes)",Sí,,,6,"Igual a un salario mínimo ($2,400)",G,Sur
29,2 Mujer,Secundaria técnica,Ciudad mediana (entre 15 mil y 100 mil habitantes),Sí,Primaria,Primaria,12,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",G,Sur
25,1 Hombre,Posgrado,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Profesional (licenciatura o ingeniería),Profesional (licenciatura o ingeniería),2,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",H,Centro
46,2 Mujer,Secundaria general,"Pueblo (menos de 2,500 habitantes)",Sí,,,6,"Menor a 1 salario mínimo ($0 – $2,399)",H,Sur
25,2 Mujer,Secundaria general,"Pueblo (menos de 2,500 habitantes)",No,Primaria,Primaria,3,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",I,Centro
64,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",No,,,12,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",G,Centro
50,2 Mujer,Primaria,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Primaria,Primaria,8,"Igual a un salario mínimo ($2,400)",H,Norte-occidente
25,1 Hombre,Secundaria general,"Pueblo (menos de 2,500 habitantes)",No,Primaria,,3,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Norte
25,2 Mujer,Normal de licenciatura,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,,,3,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Centro
58,2 Mujer,Profesional,Ciudad mediana (entre 15 mil y 100 mil habitantes),NS,,Primaria,10,"Menor a 1 salario mínimo ($0 – $2,399)",H,Centro
30,2 Mujer,Preparatoria general,"Pueblo (menos de 2,500 habitantes)",No,Primaria,Primaria,12,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Centro
45,1 Hombre,Secundaria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Primaria,,6,"Igual a un salario mínimo ($2,400)",F,Centro
63,1 Hombre,Primaria,"Pueblo (menos de 2,500 habitantes)",No,Primaria,Primaria,7,"Menor a 1 salario mínimo ($0 – $2,399)",F,Norte-occidente
53,2 Mujer,Técnica o comercial con secundaria,"Pueblo (menos de 2,500 habitantes)",No,Primaria,Primaria,12,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Centro-norte
64,2 Mujer,Ninguno/no fue a la escuela,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Secundaria general,,5,"Menor a 1 salario mínimo ($0 – $2,399)",G,Norte
63,1 Hombre,Primaria,"Ciudad chica (entre 2,500 y 15 mil habitantes)",Sí,Primaria,Primaria,2,"Igual a un salario mínimo ($2,400)",J,Centro-norte
62,1 Hombre,Primaria,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Primaria,,4,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Centro-norte
48,2 Mujer,Secundaria general,"Pueblo (menos de 2,500 habitantes)",NS,,Primaria,5,No quiso dar información,F,Centro
61,2 Mujer,Secundaria general,"Pueblo (menos de 2,500 habitantes)",NS,,,9,"Menor a 1 salario mínimo ($0 – $2,399)",G,Norte-occidente
54,1 Hombre,Secundaria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,,Primaria,9,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",F,Norte
