objetivo,p05,p06,p09_1,p10_1,estatura,p21,p23,p24,p28,p38_11,p43,p38m_11,p43m,p60,p61,p64,p86,p87,p98,p122,p131,p132,p142,p143,p144,p151,region,escolaridadh,indigena,X4,probit_pred,count
6,40,1,8,4,175,93,10,2,4,65,2,60,2,6,3,15,60,11,15,7,1,3,19,4,20,6,2,9,0,8,9,2
9,32,1,8,4,167,90,17,3,5,62,2,58,2,9,4,24,50,13,16,5,1,2,32,2.6724489,22.825521,7,4,16,0,6,5,-3
3,25,2,1,1,160,75,11,2,2,51,2,50,2,6,5,14,10,2,15,2,0,2,18,2,17,8,4,9,0,4,1,1
3,37,1,8,8,178,82,32,4,5,63,2,56,5,4,3,25,48,3,25,3,1,2,27,2,28,7,2,13,0,9,10,6
10,41,2,3,3,158,60,15,1,5,71,6,75,4,5,3,18,40,20,22,4,2,2,21,3,21,11,4,15,0,10,10,0
9,33,1,7,1,174,93,14,1,5,57,4,53,4,3,1,19,40,13,19,3,1,1,28,2.6724489,22.825521,8,3,12,0,9,10,0
3,34,1,5,4,160,59,21,5,5,65,2,55,98,6,3,17,50,0,19,3,0,2,22,2,25,5,4,9,0,2,1,-1
4,53,1,10,7,174,94,15,5,3,79,2,71,2,6,3,15,56,2,16,4,0,1,18,3,19,5,4,9,0,6,5,2
7,49,1,7,8,176,72,19,4,7,94,2,67.737869,2,12,9,15,32,5,17,7,0,1,20,2,21,8,1,9,0,8,9,1
9,36,1,1,1,175,80,26,2,5,56,3,52,3,3,2,15,48,15,18,5,1,2,20,2,22,6,1,9,0,6,5,-3
5,30,1,7,8,162,79,14,2,5,65,11,63,6,3,2,18,25,17,20,5,1,1,19,2.6724489,22.825521,8,3,12,0,10,10,5
2,29,1,5,4,175,87,10,2,3,53,2,54,2,3,2,15,56,1,15,2,0,1,28,1,25,7,2,9,0,2,1,0
9,50,1,8,8,186,76,14,1,6,81,11,81,2,9,6,25,40,7,18,5,2,2,26,3,27,7,3,15,0,10,10,1
10,34,1,1,1,154,64,20,2,3,76,10,78,4,4,2,24,40,5,22,5,1,2,21,2,22,7,5,16,0,8,9,-2
5,35,1,1,1,170,92,31,3,1,77,2,70,2,2,2,24,48,3,18,2,0,1,22,4,22,8,5,11,1,6,5,1
5,35,1,1,1,170,92,31,3,1,77,2,70,2,2,2,24,48,3,18,2,0,1,22,4,22,8,5,11,1,6,5,1
2,28,2,8,8,160,68,17,3,5,49,6,48,4,3,1,17,78,0,18,3,0,2,18,4,17,5,4,8,0,2,1,0
9,43,1,5,8,180,75,24,5,4,68,2,66,2,3,1,15,60,5,13,4,1,1,23,2.6724489,22.825521,7,3,9,0,6,5,-3
7,28,2,7,1,160,65,16,3,4,58,10,52,2,5,3,18,48,6,22,4,1,3,21.55405,2.6724489,22.825521,8,3,12,0,9,10,2
8,44,2,7,4,155,69,27,5,2,80,2,70,2,5,2,12,15,1,43,5,0,1,20,2.6724489,22.825521,7,5,6,1,6,5,-2
1,44,1,5,1,155,56,12,4,4,70,2,63,2,6,3,13,48,4,13,5,0,1,26,1,27,7,2,9,0,4,1,3
4,51,1,5,4,180,83,30,5,3,71.321976,2,87,2,12,9,19,3,17,12,3,0,1,21,3,19,4,5,9,0,1,1,-3
9,43,1,7,6,176,95,19,3,6,60,5,65,4,4,3,25,60,18,25,8,2,1,23,2,24,6,1,18,0,10,10,1
6,33,1,1,1,176,89,14,2,3,56,2,54,2,3,1,16,40,2,18,3,0,1,28,1,28,8,3,12,0,6,5,0
10,35,2,1,1,162,55,19,2,5,65,6,60,6,2,1,22,60,17,24,8,3,2,21.55405,2,22.825521,9,1,17,0,10,10,0
9,54,1,1,1,180,94,12,2,1,94,4,94,6,4,3,26,48,26,27,6,1,1,36,2,37,8,5,17,0,10,10,1
10,32,1,7,8,175,82,9,1,5,60,11,59,11,3,1,21,30,10,25,7,3,4,27,2.6724489,22.825521,10,4,15,0,10,10,0
5,40,2,1,1,162,70,4,4,3,70,5,68,5,3,2,19,38,30,20,4,1,1,25,2,25,7,5,12,0,10,10,5
5,47,1,1,1,175,103,21,2,6,73,11,69,2,3,2,22,84,17,17,6,2,2,22,2,23,8,4,16,0,10,10,5
7,42,1,7,4,164,98,29,3,5,65,2,66,2,7,2,15,65,6,17,5,1,2,26,2,28,9,4,9,0,6,5,-1
6,44,2,7,8,158,63,15,1,6,67,2,69,2,7,4,18,90,13,6,6,1,3,20,4,20,8,4,15,0,9,10,3
8,30,1,1,1,174,108,6,3,3,58,2,56,5,4,4,18,40,15,15,3,1,1,27,1,28,8,3,12,0,9,10,1
8,25,2,2,2,170,70,2,2,3,43,11,44,2,3,2,15,40,17,17,3,1,1,21.55405,2.6724489,22.825521,10,1,12,0,8,9,0
8,45,2,2,2,168,74,11,2,5,70,2,67,2,3,3,25,35,5,28,5,1,2,25,2,36,8,4,15,0,10,10,2
10,26,1,8,8,170,65,15,1,3,55,2,53,2,4,4,26,48,2,17,3,0,4,22,2.6724489,22.825521,6,4,11,0,3,1,-7
8,29,1,1,1,177,78,11,3,4,54,10,52,6,2,2,17,8,2,19,5,1,1,21.55405,2.6724489,22.825521,8,4,10,0,9,10,1
4,37,2,1,1,156,60,2,4,5,60,2,57,2,2,1,15,48,5,18,3,0,2,25,1,25,6,1,9,0,6,5,2
6,26,2,7,8,151,58,16,4,5,52,4,54,4,2,2,17,56,2,24,4,1,2,17,2,19,8,3,11,0,9,10,3
2,43,1,4,4,165,73,30,5,3,71,2,69,2,7,5,15,35,8,13,3,0,2,15,2,19,6,5,8,1,1,1,-1
9,62,1,7,8,171,70,21,5,6,97,2,97,2,10,7,40,40,38,23,8,1,1,33,2,34,8,5,22,0,10,10,1
4,64,1,7,1,170,88,29,5,2,97,98,97,98,5,1,4,60,5,8,4,1,2,25,2,27,8,4,0,0,6,5,2
8,26,1,2,2,180,105,9,4,6,59,12,54,11,2,2,23,40,1,24,6,0,3,21.55405,2.6724489,22.825521,11,4,16,0,10,10,2
10,36,1,7,8,164,60,15,4,3,54,4,52,6,4,2,25,50,10,26,6,2,3,25,2.6724489,22.825521,8,4,17,0,10,10,0
10,61,1,7,8,170,85,9,2,6,82,4,83,4,4,1,23,40,35,25,6,3,3,26,2,30,8,4,17,0,10,10,0
10,43,1,5,4,177,88,26,3,3,66,2,62,2,1,1,16,60,20,16,5,2,1,22,3,23,7,1,9,0,8,9,-2
7,40,1,5,4,162,75,12,5,3,63,2,63,2,2,2,20,48,11,20,4,1,2,28,4,30,6,5,17,0,6,5,-1
8,39,2,4,8,146,60,20,5,3,61,2,58,2,5,2,12,70,2,15,4,1,2,20,3,21,7,5,6,0,1,1,-7
8,27,1,8,8,168,64,22,2,4,49,10,49,10,2,2,26,40,1,18,4,2,2,21.55405,2.6724489,22.825521,7,4,16,0,10,10,2
6,39,1,5,4,167,75,9,3,4,86,2,86,2,3,2,4,5,17,15,4,0,4,19,2.6724489,22.825521,7,4,9,0,6,5,0
3,42,1,5,4,165,58,14,5,3,76,2,79,7,4,2,18,20,20,18,3,1,2,39,2,39,6,3,6,0,3,1,0
8,40,2,5,4,159,65,26,1,3,65,3,50,3,3,1,18,48,17,18,3,1,2,21.55405,2,22,9,1,12,1,6,5,-2
8,26,2,7,4,150,55,21,4,5,55,11,52,4,3,2,16.588694,20,0,26,5,0,2,26,1,26,8,4,16,0,8,9,0
9,33,1,7,1,174,93,14,1,5,57,4,53,4,3,1,19,40,13,19,3,1,1,28,2.6724489,22.825521,8,3,12,0,9,10,0
6,64,2,1,1,160,65,14,5,3,97,2,91,2,19,7,13,60,3,60,4,0,3,24,5,26,7,3,5,0,6,5,0
7,53,2,5,4,150,78,20,3,4,83,6,82,10,7,3,16,28,10,33,6,0,2,21.55405,2.6724489,22.825521,7,5,9,0,6,5,-1
9,36,1,1,1,175,80,26,2,5,56,3,52,3,3,2,15,48,15,18,5,1,2,20,2,22,6,1,9,0,6,5,-3
10,25,1,7,6,160,65,19,3,5,58,3,59,4,1,1,18,50,7,19,7,2,2,19,2.6724489,22.825521,8,1,11,0,10,10,0
8,26,1,5,4,171,80,15,2,2,45,2,46,3,3,2,16,40,4,13,7,1,7,21.55405,2.6724489,22.825521,7,4,9,0,8,9,0
7,36,1,1,1,170,70,28,3,3,60,2,63,4,2,1,35,48,10,19,3,1,1,24,1,25,8,1,17,0,9,10,2
1,35,1,1,1,170,86,15,5,2,59,4,59,2,2,2,19,60,15,19,2,0,1,20,1,21,6,4,12,0,6,5,5
10,52,2,8,8,147,58,30,3,5,79,4,72,4,3,1,23,9,3,25,4,1,2,26,1,36,8,4,17,0,9,10,-1
7,50,2,8,4,150,60,9,1,6,86,4,76,2,5,2,15,20,27,18,5,0,2,24,3,25,7,5,9,0,4,1,-3
8,25,1,1,1,180,76,15,1,7,51,4,49,6,4,3,16.588694,36,0,14,10,1,3,21.55405,2.6724489,22.825521,8,4,14,0,10,10,2
4,32,1,4,4,159,65,12,5,4,57,2,56,2,7,5,17,40,3,16,3,0,3,25,1,31,7,5,12,0,1,1,-3
1,27,1,4,8,170,84,30,4,2,48,98,48,98,2,2,16,48,16,11,2,1,1,21,1,24,5,5,8,0,1,1,0
4,33,1,7,8,170,82,8,5,3,69,2,54,2,5,3,10,48,5,22,4,1,1,18,2.6724489,22.825521,8,1,3,0,4,1,0
10,26,1,1,8,169,75,9,2,5,50,4,53,11,2,1,21,50,2,22,5,1,2,21.55405,2.6724489,22.825521,8,4,16,0,9,10,-1
8,26,1,5,4,171,80,15,2,2,45,2,46,3,3,2,16,40,4,13,7,1,7,21.55405,2.6724489,22.825521,7,4,9,0,8,9,0
5,25,1,1,1,170,60,19,1,5,55,9,53,2,2,2,16,45,17,16,4,0,3,21.55405,2.6724489,22.825521,7,1,12,0,8,9,3
10,60,1,2,2,170,75,28,3,7,90,11,96,12,7,5,22,40,32,23,7,1,1,21.55405,2.6724489,22.825521,8,1,17,0,10,10,0
10,29,1,11,1,186,85,5,4,3,51,4,51,4,3,1,16.588694,48,5,16,7,3,5,19,1,20,5,1,14,0,10,10,0
7,38,2,8,8,162,88,25,3,2,57,4,55,4,4,1,16,40,20,18,3,0,2,17,1,19,7,2,9,0,3,1,-4
8,35,1,1,1,159,80,7,5,2,76,4,66,2,8,7,19,48,5,13,4,1,2,20,2,21,6,1,9,0,6,5,-2
10,36,1,1,1,174,82,16,5,4,60,9,57,4,3,1,23,40,9,23,4,1,2,29,2,35,11,3,17,0,10,10,0
8,25,1,1,1,165,68,23,4,3,56,10,55,6,4,4,22,56,1,20,4,0,1,19,1,20,8,5,16,0,9,10,1
1,48,2,5,4,160,69,21,5,4,86,2,76,2,11,5,45,45,37,10,4,0,2,21.55405,3,20,8,4,9,1,2,1,1
10,29,1,1,1,169,70,16,5,3,69,11,59,4,3,1,20,48,7,18,9,1,3,21.55405,2.6724489,22.825521,7,3,15,0,10,10,0
7,36,1,7,6,170,62,415,4,3,57,11,57,11,1,1,25,40,10,20,4,1,3,21.55405,2.6724489,22.825521,9,4,17,1,9,10,2
7,29,2,1,1,155,50,12,5,2,71.321976,98,52,2,2,1,23,72,4,26,2,0,1,21.55405,2.6724489,22.825521,6,5,17,0,4,1,-3
7,34,2,1,1,158,78,19,1,2,54,2,50,2,3,1,18,150,9,17,6,0,2,17,1,18,8,1,14,0,8,9,1
10,26,1,8,8,170,75,9,1,6,52,6,50,6,2,2,19,70,7,19,6,1,1,20,1,23,8,4,12,0,10,10,0
8,33,1,5,4,170,70,3,3,8,60,4,57,2,5,4,15,42,16,17,4,0,1,20,2,23,7,2,9,0,2,1,-6
10,29,1,1,1,185,83,15,2,5,61,2,53,2,2,1,25,60,3,26,5,1,2,27,2,28,8,4,17,0,10,10,0
5,28,2,4,8,162,104,14,2,3,72,2,44,3,4,1,16,10,2,16,6,1,3,27,2.6724489,22.825521,7,3,9,0,8,9,3
9,35,1,4,8,165,80,16,3,1,65,2,62,2,8,8,18,40,7,28,5,2,2,21.55405,2.6724489,22.825521,6,3,12,0,9,10,0
8,35,2,1,1,165,63,14,4,3,57,2,54,4,3,3,17,48,0,17,6,0,1,19,2,20,7,3,11,0,9,10,1
4,38,2,8,8,174,110,30,2,5,64,3,56,8,3,1,16,7,20,17,3,0,2,26,3,18,7,5,9,0,4,1,0
3,43,1,4,4,165,75,20,5,3,65,2,64,2,10,1,10,30,27,11,6,0,1,21.55405,2,30,7,5,6,0,1,1,-2
10,29,1,1,1,185,83,15,2,5,61,2,53,2,2,1,25,60,3,26,5,1,2,27,2,28,8,4,17,0,10,10,0
4,28,1,4,8,173,78,27,5,2,64,4,64,2,2,2,16,60,1,17,3,0,2,17,3,18,6,5,9,0,2,1,-2
7,27,1,8,4,180,78,26,2,5,60,3,61,7,3,3,18,60,0,19,5,1,2,21.55405,2.6724489,22.825521,7,1,13,0,6,5,-1
6,64,2,1,1,160,65,14,5,3,97,2,91,2,19,7,13,60,3,60,4,0,3,24,5,26,7,3,5,0,6,5,0
5,29,2,7,8,154,42,9,1,5,54,4,50,5,2,1,21,45,9,21,4,0,2,21.55405,2.6724489,22.825521,6,4,12,0,8,9,3
4,40,1,1,1,176,79,5,3,1,80,98,72,98,7,2,18,75,0,6,5,0,1,22,2,23,6,1,12,0,6,5,2
10,28,1,1,1,172,80,15,2,5,56,4,50,4,3,2,23,52,4,24,5,2,4,21.55405,2.6724489,22.825521,8,4,17,0,10,10,0
2,25,1,8,8,167,60,11,2,3,50,2,49,2,3,3,16,48,15,15,4,0,2,21.55405,2.6724489,22.825521,7,4,9,0,6,5,4
1,27,2,5,4,154,64,1,4,5,61,2,59,2,17,4,15,6,1,7,4,0,3,21.55405,4,15,8,3,9,0,1,1,0
1,46,2,5,4,150,60,17,4,4,68,2,65,2,4,1,18,58,0,46,1,0,1,23,2,23,8,4,12,0,2,1,1
10,48,1,1,1,165,85,19,1,4,75,6,60,6,4,2,25,48,17,29,5,2,1,17,2,18,9,1,17,0,10,10,0
6,55,1,5,5,180,80,11,2,4,84,2,67.737869,2,11,3,18,8,14,18,6,1,2,25,4,20,9,4,6,0,6,5,0
5,44,1,8,8,159,90,9,3,3,65,2,62,2,5,2,18,72,15,18,5,0,2,22,2,24,7,4,12,0,6,5,1
10,32,1,7,1,163,70,9,4,5,61,8,60,8,2,2,22,40,3,23,7,1,1,24,1,26,8,4,15,0,10,10,0
8,35,1,1,1,178,92,24,2,5,73,2,73,2,8,7,20,40,4,23,3,1,2,24,2,25,8,3,14,0,8,9,0
8,40,1,7,3,165,78,30,3,2,60,4,58,4,1,1,28,48,20,20,5,1,2,27,2,28,9,5,17,0,9,10,1
10,44,1,1,1,170,68,11,2,5,76,5,72,5,4,3,18,60,13,19,5,2,2,19,2,20,9,4,12,0,10,10,0
8,58,1,2,2,170,88,29,4,5,81,2,86,2,9,6,16,56,3,17,8,0,3,19,4,20,8,4,9,0,6,5,-2
4,35,1,4,1,165,75,21,4,2,70,2,64,2,4,1,18,56,7,18,4,0,2,18,4,19,4,4,12,0,6,5,2
6,38,2,5,4,155,58,30,4,3,71.321976,98,57,2,4,1,15,35,0,38,2,0,1,23,4,24,8,4,9,0,2,1,-4
3,28,1,7,8,167,62,20,5,4,68,2,57,2,4,4,16,70,2,18,4,1,1,20,1,23,8,5,9,1,2,1,-1
6,52,1,1,1,165,89,27,3,3,85,2,84,2,7,5,18,42,0,14,2,0,2,20,3,22,10,5,12,0,6,5,0
6,35,2,11,8,160,90,15,3,5,80,2,60,5,9,4,18,60,6,18,4,0,1,21.55405,2,28,8,4,9,0,4,1,-2
8,43,2,7,6,150,82,5,3,4,67,2,64,2,10,3,23,6,20,29,4,1,2,21.55405,2.6724489,22.825521,8,1,11,0,9,10,1
1,28,1,5,8,168,65,30,5,1,40,2,59,2,3,3,17,8,14,14,3,0,2,21.55405,2.6724489,22.825521,8,5,12,0,2,1,1
4,28,2,7,4,160,68,24,5,2,62,2,62,2,5,5,15,48,3,16,2,0,2,22,2.6724489,22.825521,8,3,9,0,2,1,-2
10,35,2,1,1,163,55,15,2,5,68,4,69,4,4,4,22,70,10,25,5,1,2,26,1,28,6,4,16,0,10,10,0
3,27,2,1,1,157,52,30,3,3,57,2,50,2,4,2,16,40,4,18,2,0,2,21.55405,1,24,8,1,9,0,2,1,-1
8,28,1,8,1,172,70,11,4,5,62,4,65,2,2,2,14,5,8,20,4,1,1,21.55405,2.6724489,22.825521,8,4,9,0,8,9,0
5,25,1,1,1,170,60,19,1,5,55,9,53,2,2,2,16,45,17,16,4,0,3,21.55405,2.6724489,22.825521,7,1,12,0,8,9,3
5,29,2,8,8,150,43,15,4,3,58,2,53,4,8,4,13,16,0,13,2,0,2,16,3,17,8,4,7,0,1,1,-4
6,34,2,1,1,152,70,15,5,5,60,2,55,6,2,1,16,40,0,25,4,0,2,16,2,16,6,4,9,0,6,5,0
10,39,1,8,8,186,100,16,4,4,60,12,55,4,5,1,22,70,16,25,4,1,1,21.55405,2.6724489,22.825521,8,3,17,0,10,10,0
10,36,1,1,1,180,86,18,5,9,66,2,55,2,7,2,12,40,6,15,6,1,1,24,2,26,6,2,6,0,8,9,-2
9,25,1,1,1,165,63,14,2,3,53,6,53,2,4,3,18,44,1,18,7,0,2,20,2.6724489,22.825521,6,3,12,0,9,10,0
2,40,2,5,4,148,50,17,4,1,70,2,68,2,7,5,12,63,0,12,4,0,2,22,2,24,8,4,6,0,1,1,-1
9,29,1,1,1,186,89,10,3,3,76,2,64,2,5,5,15,50,2,17,4,0,2,21.55405,2.6724489,22.825521,8,2,9,0,6,5,-3
8,29,1,1,1,160,58,8,2,5,58,11,58,7,3,2,24,40,2,17,5,2,2,26,2.6724489,22.825521,10,1,17,0,10,10,2
8,33,1,1,1,172,92,5,3,4,56,4,52,4,4,1,18,50,16,18,5,1,2,25,1,29,9,1,12,0,10,10,2
8,42,1,1,1,160,80,27,5,7,70,2,65,2,4,3,18,60,17,18,5,0,1,19,2,19,7,5,12,0,8,9,0
10,43,1,7,8,172,73,13,5,3,67,2,63,2,1,1,24,40,18,25,4,1,1,28,1,30,7,4,16,0,9,10,-1
6,44,2,1,1,160,50,24,5,4,80,2,65,2,14,12,14,60,11,34,3,1,2,22,3,23,7,3,8,0,6,5,0
6,31,2,5,4,153,75,9,2,1,55,5,54,2,3,2,16.588694,50,17,15,5,1,3,21.55405,1,22,4,4,13,0,8,9,2
5,28,1,1,1,176,97,30,4,4,71.321976,4,67.737869,11,4,4,15,40,3,15,2,2,2,25,3,22,8,1,9,0,8,9,3
4,39,1,1,1,163,58,9,3,3,68,2,68,2,3,3,18,54,2,19,4,0,2,22,1,24,6,4,12,0,8,9,4
4,33,1,7,8,170,82,8,5,3,69,2,54,2,5,3,10,48,5,22,4,1,1,18,2.6724489,22.825521,8,1,3,0,4,1,0
7,42,2,7,8,160,65,2,2,3,88,4,77,2,9,9,17,50,2,18,5,0,2,17,3,18,7,1,9,0,6,5,-1
9,34,1,1,1,166,78,9,2,5,62,4,60,4,3,1,17,50,6,19,5,1,1,22,2,24,5,4,12,0,9,10,0
5,29,1,8,8,165,60,30,3,4,65,2,57,4,3,3,17,30,2,21,4,1,2,28,2.6724489,22.825521,6,5,10,0,3,1,-2
6,38,1,5,4,175,89,26,5,3,78,3,60,2,7,3,16,48,17,16,3,1,1,18,2,28,4,1,9,1,2,1,-4
4,33,1,7,8,170,82,8,5,3,69,2,54,2,5,3,10,48,5,22,4,1,1,18,2.6724489,22.825521,8,1,3,0,4,1,0
3,27,2,1,1,157,52,30,3,3,57,2,50,2,4,2,16,40,4,18,2,0,2,21.55405,1,24,8,1,9,0,2,1,-1
8,26,1,7,8,168,110,2,4,8,47,3,45,4,3,1,25,91,1,20,2,1,2,20,2.6724489,22.825521,8,1,13,0,6,5,-2
10,26,2,1,1,150,56,21,2,4,57,4,56,6,3,2,22,32,4,22,5,1,2,21.55405,2.6724489,22.825521,5,4,16,0,10,10,0
8,29,1,5,4,160,70,11,2,2,47,4,50,4,2,1,15,10,1,15,5,0,0,20,1,23,8,4,9,0,6,5,-2
2,43,1,4,4,165,73,30,5,3,71,2,69,2,7,5,15,35,8,13,3,0,2,15,2,19,6,5,8,1,1,1,-1
10,28,1,1,1,172,80,15,2,5,56,4,50,4,3,2,23,52,4,24,5,2,4,21.55405,2.6724489,22.825521,8,4,17,0,10,10,0
8,48,1,1,1,175,85,9,2,7,73,4,69,4,4,2,24,40,3,25,6,1,1,28,3,31,6,4,17,0,10,10,2
9,40,2,7,8,157,60,10,4,4,64,2,59,2,5,1,18,48,18,22,4,0,2,21.55405,2.6724489,22.825521,7,4,12,0,8,9,-1
1,32,2,5,4,154,57,20,5,3,76,2,74,2,10,1,18,40,10,18,2,0,1,24,3,25,8,5,12,0,1,1,0
10,25,1,1,1,178,85,9,2,5,53,6,55,6,3,1,23,25,1,24,6,2,2,21.55405,2.6724489,22.825521,7,4,17,0,10,10,0
6,27,2,7,6,155,60,7,4,3,83,5,60,2,6,1,23,42,2,23,3,1,2,21.55405,2.6724489,22.825521,8,4,18,0,9,10,3
7,40,2,8,8,150,58,15,2,3,65,4,60,2,4,2,14,35,1,39,5,0,2,19,4,19,9,4,9,0,6,5,-1
7,32,2,2,2,155,58,16,2,3,58,11,59,11,3,1,22,30,9,23,6,1,2,23,2,23,8,3,16,0,10,10,3
10,26,1,7,8,175,120,14,4,5,56,11,56,8,2,1,16.588694,45,1,15,5,2,2,21.55405,2.6724489,22.825521,9,3,22,0,10,10,0
3,25,1,8,8,170,70,8,1,1,48,6,45,2,4,3,18,48,3,13,2,0,1,16,3,16,8,1,9,1,2,1,-1
7,39,2,5,4,171,80,24,1,5,75,11,73,7,2,2,16.588694,40,8,14,3,1,2,21.55405,2.6724489,22.825521,7,3,17,0,9,10,2
10,45,2,2,2,170,78,14,4,5,77,3,72,8,8,3,22,40,21,19,4,1,2,23,2,28,6,3,16,0,10,10,0
3,25,2,1,1,160,58,8,3,4,66,2,53,2,4,3,18,48,3,19,4,0,3,21.55405,2.6724489,22.825521,8,1,12,0,6,5,3
4,25,1,1,1,178,80,14,2,8,59,2,57,4,6,3,19,42,1,25,4,1,2,23,2.6724489,22.825521,7,3,17,0,9,10,5
3,27,2,7,8,159,55,16,2,5,50,4,45,3,2,1,24,24,2,24,5,0,1,21.55405,2.6724489,22.825521,7,3,16,0,9,10,6
7,35,1,1,1,174,85,24,2,5,65,2,59,2,6,5,16,48,11,19,3,0,2,20,3,19,7,3,9,0,6,5,-1
3,36,2,7,8,156,62,20,5,4,60,3,57,3,4,2,23,60,16,20,8,1,3,22,2,23,7,5,15,0,9,10,6
8,25,1,1,1,176,85,13,3,6,45,11,43,5,3,2,18,40,5,14,4,2,1,19,1,24,9,4,12,0,10,10,2
6,37,2,8,8,158,87,9,4,3,59,2,58,2,4,1,22,20,15,22,3,0,2,22,1,23,8,4,17,0,6,5,0
4,39,1,8,8,180,115,30,3,6,74,2,56,2,3,1,17,70,20,20,5,0,1,35,1,36,6,5,11,0,6,5,2
3,42,1,8,8,185,90,12,2,3,58,2,56,4,4,2,15,20,22,17,4,1,1,24,2,22,7,5,9,0,6,5,3
2,44,1,5,4,169,86,21,5,3,70,2,67,2,9,2,16,36,27,16,3,1,1,27,4,28,9,4,6,1,3,1,1
10,39,2,8,8,150,58,9,1,4,64,6,66,4,3,2,18,30,12,27,4,1,2,18,2,19,7,4,9,0,9,10,-1
4,53,1,10,7,174,94,15,5,3,79,2,71,2,6,3,15,56,2,16,4,0,1,18,3,19,5,4,9,0,6,5,2
9,28,1,1,1,168,59,11,3,5,56,10,55,6,3,2,20,7,5,25,4,2,1,21.55405,2.6724489,22.825521,8,4,14,0,10,10,1
2,35,2,1,1,155,55,15,2,4,54,2,50,2,3,1,15,78,1,15,5,0,2,19,3,20,7,4,9,0,6,5,4
7,29,2,5,4,160,70,30,4,3,53,2,54,2,3,2,12,49,1,12,2,0,2,18,1,20,4,5,6,0,1,1,-6
5,64,1,1,1,170,84,9,4,6,87,2,83,2,6,2,14,10,2,20,3,0,2,22,2,24,2,4,9,0,6,5,1
6,50,1,4,4,180,90,14,2,3,97,2,76,2,12,7,18,48,23,18,2,1,1,25,4,28,6,3,12,1,4,1,-2
9,33,2,1,1,160,74,15,5,1,71,2,72,2,5,3,14,84,2,19,9,0,3,19,1,28,9,4,9,0,9,10,0
3,42,1,5,4,165,58,14,5,3,76,2,79,7,4,2,18,20,20,18,3,1,2,39,2,39,6,3,6,0,3,1,0
9,36,1,1,1,172,65,2,4,4,51,6,67.737869,4,1,1,24,48,17,24,4,1,2,21.55405,2.6724489,22.825521,10,1,16,0,10,10,1
9,47,1,2,2,170,85,32,5,5,78,6,78,2,5,3,26,60,20,11,5,2,1,24,3,28,8,3,17,0,10,10,1
5,27,1,1,1,165,80,23,4,3,60,11,58,6,4,4,18,18,2,20,6,0,1,22,2,24,8,5,12,1,9,10,4
3,28,2,1,1,156,57,15,4,5,50,4,48,4,3,1,16.588694,60,4,24,5,0,1,21.55405,2.6724489,22.825521,8,4,16,0,8,9,5
3,25,1,1,1,159,65,15,5,4,50,6,49,4,4,3,15,18,4,16,5,0,3,21.55405,2.6724489,22.825521,8,4,9,0,6,5,3
3,34,1,5,4,160,59,21,5,5,65,2,55,98,6,3,17,50,0,19,3,0,2,22,2,25,5,4,9,0,2,1,-1
3,25,1,1,1,159,65,15,5,4,50,6,49,4,4,3,15,18,4,16,5,0,3,21.55405,2.6724489,22.825521,8,4,9,0,6,5,3
7,26,1,1,1,166,75,26,4,4,62,4,60,2,4,4,18,56,18,18,4,0,1,20,2,24,6,1,9,0,4,1,-3
6,40,2,5,4,155,70,27,3,1,71.321976,2,55,2,6,6,13,48,21,19,1,0,1,25,1,38,8,5,6,0,2,1,-4
7,40,1,5,5,176,85,8,1,5,73,4,70,2,4,2,20,60,16,25,5,2,2,22,2,21,6,1,9,0,8,9,1
1,27,1,8,1,166,60,30,5,4,57,4,47,2,3,1,17,55,7,18,1,1,1,23,1,25,6,5,12,0,2,1,1
9,28,1,5,1,180,72,25,1,3,57,6,46,6,1,1,18,10,6,22,3,1,2,21.55405,2.6724489,22.825521,7,2,12,0,9,10,0
9,37,1,1,1,168,80,9,1,3,60,12,60,2,2,2,23,48,1,23,5,0,1,28,2.6724489,22.825521,8,4,16,0,10,10,1
6,54,1,5,4,168,82,5,2,4,71.321976,2,67.737869,2,10,10,22,45,0,17,4,0,1,21.55405,2.6724489,22.825521,5,1,11,0,6,5,0
10,25,1,1,1,170,90,2,2,3,49,6,47,4,1,1,19,48,5,20,5,1,2,21.55405,2.6724489,22.825521,9,1,12,0,10,10,0
1,30,1,7,8,163,63,30,4,2,52,3,54,3,3,3,16,8,1,13,4,0,1,16,2,17,8,5,9,0,2,1,1
8,34,1,7,4,170,95,14,3,5,79,3,69,3,9,6,23,20,11,12,5,2,1,25,2,22,8,3,17,0,10,10,2
3,42,1,5,8,170,89,25,5,1,79,2,80,2,5,5,16,10,19,16,2,0,1,20,2.6724489,22.825521,8,2,11,0,2,1,-1
6,25,1,8,8,162,54,15,4,2,56,4,50,4,6,4,15,30,12,15,3,0,4,21.55405,2.6724489,22.825521,9,4,9,0,2,1,-4
2,25,1,8,8,167,60,11,2,3,50,2,49,2,3,3,16,48,15,15,4,0,2,21.55405,2.6724489,22.825521,7,4,9,0,6,5,4
8,34,1,1,1,180,85,30,2,2,71.321976,6,63,5,1,1,26,40,7,24,3,0,1,30,1,31,7,5,17,0,9,10,1
3,25,2,7,6,160,65,28,4,7,52,6,53,11,2,1,23,45,1,22,3,1,2,21.55405,2.6724489,22.825521,8,1,16,0,10,10,7
7,27,1,1,1,174,78,21,1,5,68,6,68,98,2,2,20,52,4,21,4,0,1,21.55405,2.6724489,22.825521,9,4,12,0,9,10,2
